"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Sunset","803	","Idaho","SNOTEL","Shoshone","5540","47.55545","-115.82422","170103020102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","22",,,"129","138","100","34","31","6","89","2","9","2nd Highest",,,"17","16","8","32","2015","2016","10"
"Surprise Lakes","804	","Washington","SNOTEL","Skamania","4290","46.09497","-121.76345","170800020107	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","36",,,"109","106","100","28","26","2","53","8","9",,,,"33","34","4","64","2014","2016","16"
"Susitna Valley High","967	","Alaska","SNOTEL","Matanuska-Susitna","375","62.13333","-150.04167","190205050105	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"64","64","75","13","25","-5","20","17","5",,,,"14","14","2","34","2002","2004","21"
"Suu Ranch","1248	","Utah","SNOTEL","Iron","8050","37.59711","-112.92949","160300060306	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"55","75","55","15","13","-2","12","8","2","2nd Lowest",,,"11","8","0","30","2017","2019","9"
"Swamp Creek","975	","Washington","SNOTEL","Skagit","3930","48.57142","-120.78267","171100050503	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"18","16","7","38","2002, 2005","2003","21"
"Swan Lake Mtn","1077	","Oregon","SNOTEL","Klamath","6830","42.41323","-121.68002","180102040802	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","12",,,"71","71","100","18","18","-5","29","11","5",,,,"17","17","5","30","2007, 2008, 2017","2006, 2019","15"
"Swede Peak","805	","Idaho","SNOTEL","Blaine","7640","43.626","-113.96887","170402210301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","20",,,"125","167","100","38","41","8","79","4","12",,,,"16","12","4","32","2008","2012","15"
"Swift Creek","1012	","Washington","SNOTEL","Skamania","4440","46.1638","-122.18402","170800020304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","55",,,"128","108","100","34","34","4","72","6","14",,,,"43","51","1","94","2014","2016","19"
"Sylvan Lake","806	","Wyoming","SNOTEL","Park","8420","44.47764","-110.15651","100700010404	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","18",,,"64","69","100","27","28","-8","0","19","1","Lowest",,,"28","26","18","37","2021","2012","19"
"Sylvan Road","807	","Wyoming","SNOTEL","Park","7120","44.47825","-110.03808","100800120103	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"25","25","57","9","8","-12","0","19","1","Lowest",,,"16","16","4","29","2021","2003","19"
"TV Ridge AM","1230	","Oregon","SNOLITE","Wallowa","7050","45.39608","-117.38919","170601050203	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"140","140","100","30","30","4","88","2","7","2nd Highest",,,"10","10","1","15","2017","2015","9"
"Tahoe City Cross","809	","California","SNOTEL","Placer","6797","39.17162","-120.15362","160501010101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","22",,,"244","275","100","42","44","14","94","2","18","2nd Highest",,,"9","8","0","30","2014, 2016, 2017, more","2009","19"
"Takka Wiiya","1247	","Utah","SNOTEL","Juab","9122","39.74104","-113.98262","160203060804	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","11",,,"92","85","79","24","24","-2","38","6","4",,,,"12","13","0","20","2017","2019","9"
"Taos Powderhorn","1168	","New Mexico","SNOTEL","Taos","11057","36.58203","-105.45611","130201010701	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"38","33","89","11","11","-16","9","11","2","2nd Lowest",,,"21","24","3","38","2017","2011, 2020","12"
"Taos Pueblo","1307	","New Mexico","SNOTEL","Colfax","11020","36.54099","-105.35944","130201010602	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"100","100","75",,,"0",,"1","1",,,,"6","6","6","6","2021","2021","1"
"Taylor Butte","810	","Oregon","SNOTEL","Klamath","5030","42.69108","-121.42592","180102020606	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","11",,,"157","183","100","41","48","5","86","4","18",,,,"7","6","0","28","2014","2001","22"
"Taylor Canyon","811	","Nevada","SNOTEL","Elko","6325","41.2287","-116.0293","170501050105	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0","0","0","0","-2","24","14","1","Lowest",,,"3","2","0","9","2014, 2017, 2021, more","2016","18"
"Taylor Green","812	","Oregon","SNOTEL","Baker","5740","45.07707","-117.55067","170601040502	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","13",,,"76","87","100","21","22","-2","36","15","8",,,,"17","15","4","39","2017","2001","23"
"Telaquana Lake","1266	","Alaska","SNOTEL","Bethel","1275","60.98243","-153.91772","190304052303	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"78","88","78","32","29","-1","43","5","3",,,,"9","8","2","16","2016","2015","8"
"Temple Fork","1013	","Utah","SNOTEL","Cache","7406","41.793","-111.54605","160102030303	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"20","20","67","7","7","-16","0","21","1","Lowest",,,"20","20","4","33","2021","2019","21"
"Tenquille Lake","1D06P	","British Columbia","Cooperator Snow Sensors","	","5476","50.53333","-122.91667","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"54","52","28","92","2013","2006","11"
"Tent Mtn Lower","1202	","Nevada","SNOTEL","Elko","7100","40.97852","-115.17215","160401010704	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"57","67","80","12","12","-2","11","9","2","2nd Lowest",,,"7","6","1","12","2012","2015","10"
"Tent Mtn Upper","1201	","Nevada","SNOLITE","Elko","8333","40.96535","-115.16458","160401010704	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","14",,,"78","88","93","22","21","-2","22","8","2","2nd Lowest",,,"18","16","11","30","2013","2015, 2016","10"
"Tepee Creek","813	","Montana","SNOTEL","Madison","8000","44.78562","-111.71","100200070602	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"18","18","11","28","2002","2015","19"
"Teuchet Creek","951	","Alaska","SNOTEL","Fairbanks North Star","1640","64.94583","-145.51667","190803060301	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","15",,,"125","125","100","62","62","3","100","1","11","Highest",,,"12","12","8","15","2009","2012, 2021","12"
"Thaynes Canyon","814	","Utah","SNOTEL","Summit","9230","40.6235","-111.53322","160201020101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","19",,,"73","73","79","24","24","-7","25","19","5",,,,"26","26","15","49","2020","2004","25"
"Thistle Flat","1226	","Utah","SNOTEL","Sanpete","8787","39.23803","-111.51998","160300040501	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","8",,,"67","62","67","16","18","-5","22","8","3",,,,"12","13","0","19","2017","2019","10"
"Three Creeks Meadow","815	","Oregon","SNOTEL","Deschutes","5690","44.14425","-121.64095","170703010601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","21",,,"150","162","100","36","34","8","93","2","14","2nd Highest",,,"14","13","0","26","2017","2016","16"
"Thumb Divide","816	","Wyoming","SNOTEL","Teton","7980","44.36917","-110.57717","100700010409	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"23","21","14","35","2018","2012","17"
"Thunder Basin","817	","Washington","SNOTEL","Skagit","4320","48.52753","-120.9895","171100050702	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"28","25","10","55","2008","2006","15"
"Tie Creek","818	","Wyoming","SNOTEL","Sheridan","6870","44.81243","-107.41017","100901010205	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"33","40","15","7","7","-3","18","19","4",,,,"6","5","0","16","2004, 2015","2005","23"
"Timber Creek","819	","Wyoming","SNOTEL","Park","7950","44.0274","-109.17879","100800090210	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0","0","0","0","-7","0","19","1","Lowest",,,"7","7","0","13","2021","2011","19"
"Timberline","1097	","Utah","SNOTEL","Carbon","8736","39.67712","-110.43395","140600070903	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"82","90","82","22","24","-1","43","9","7",,,,"11","10","0","25","2017","2007","15"
"Timpanogos Divide","820	","Utah","SNOTEL","Utah","8140","40.42817","-111.61633","160202010802	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"29","29","46","9","10","-15","4","25","2","2nd Lowest",,,"21","21","2","38","2017","2009","26"
"Tinkham Creek","899	","Washington","SNOTEL","King","2990","47.33198","-121.46975","171100120101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","24",,,"114","109","100","28","28","2","69","6","11",,,,"21","22","0","41","2014","2006","17"
"Tipton","821	","Oregon","SNOTEL","Baker","5150","44.65567","-118.42617","170502020101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"64","69","90","17","21","-4","29","18","6",,,,"14","13","5","27","2012, 2013, 2017","1996","25"
"Tizer Basin","893	","Montana","SNOTEL","Jefferson","6880","46.34937","-111.85308","100301010701	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"36","36","100","12","12","-9","5","21","1","Lowest",,,"14","14","5","24","2004, 2021","2009","22"
"Toe Jam","1136	","Nevada","SNOTEL","Elko","7690","41.3187","-116.3408","160401060202	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","7",,,"39","44","88","13","15","-9","0","13","1","Lowest",,,"18","16","7","28","2021","2010, 2015","13"
"Togwotee Pass","822	","Wyoming","SNOTEL","Teton","9580","43.74902","-110.0578","100800010201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","29",,,"78","74","100","34","36","-10","14","20","3",,,,"37","39","25","49","1999","2019","23"
"Tok","2080	","Alaska","SNOTEL","Southeast Fairbanks","1630","63.3532","-142.98164","190803020903	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","10",,,"125","100","83","59","62","0","67","4","6",,,,"8","10","0","15","2006, 2007","2013","10"
"Toketee Airstrip","1044	","Oregon","SNOTEL","Douglas","3240","43.22718","-122.42537","171003010404	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"167","500","100","26","28","4","78","5","14",,,,"3","1","0","13","2011, 2014, 2020, more","2005, 2015","19"
"Tokositna Valley","1089	","Alaska","SNOTEL","Matanuska-Susitna","850","62.63","-150.77617","190205020903	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"27","27","4","48","2016","2007, 2019","15"
"Tolby","934	","New Mexico","SNOTEL","Colfax","10180","36.47493","-105.19468","110800020107	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0","0","0","0","-10","0","24","1","Lowest",,,"10","10","0","19","2021","2009","24"
"Tony Grove Lake","823	","Utah","SNOTEL","Cache","8474","41.89833","-111.62957","160102030304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","17",,,"47","47","81","16","17","-19","0","24","1","Lowest",,,"36","36","17","59","2021","2010","24"
"Tony Grove RS","1113	","Utah","SNOTEL","Cache","6332","41.88573","-111.56918","160102030304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"20","18","67","5","5","-9","0","13","1","Lowest",,,"10","11","2","18","2021","2019","13"
"Touchet","824	","Washington","SNOTEL","Columbia","5530","46.11868","-117.8505","170701020303	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","27",,,"104","100","100","31","29","0","60","9","11",,,,"26","27","10","60","2002","2001","21"
"Tower","825	","Colorado","SNOTEL","Routt","10500","40.53743","-106.6768","140500010407	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","44",,,"105","113","90","34","36","5","57","7","9",,,,"42","39","25","63","1996","2004","15"
"Townsend Creek","826	","Wyoming","SNOTEL","Fremont","8700","42.69525","-108.89572","100800030203	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","6",,,"50","50","38","12","12","-6","6","18","2","2nd Lowest",,,"12","12","3","20","2014","2009","19"
"Trapper Lake","827	","Colorado","SNOTEL","Garfield","9700","39.99884","-107.2362","140500050101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"12","12","20","3","4","-14","5","19","2","2nd Lowest",,,"16","16","0","42","2002","2005","20"
"Tres Ritos","1083	","New Mexico","SNOTEL","Taos","8600","36.12778","-105.52714","130201010903	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","2",,,"50","100","100","8","17","0","47","9","5",,,,"4","2","0","9","2010, 2017","2019, 2020","16"
"Trial Lake","828	","Utah","SNOTEL","Summit","9992","40.678","-110.94873","160202030102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","20",,,"67","77","83","26","27","-6","12","22","1","Lowest",,,"30","26","20","48","2011, 2020, 2021, more","2004","25"
"Trinchera","829	","Colorado","SNOTEL","Costilla","10860","37.35328","-105.23233","130100020601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","0",,,"0","0","0","0","0","-12","0","18","1","Lowest",,,"14","12","0","30","2021","2020","18"
"Trinity","1171	","Washington","SNOTEL","Chelan","2930","48.0747","-120.8493","170200110302	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"31","35","10","49","2013","2015","11"
"Trinity Mtn.","830	","Idaho","SNOTEL","Elmore","7770","43.62903","-115.43818","170501110703	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","36",,,"90","100","100","34","35","0","48","12","10",,,,"40","36","20","81","2013","2001","22"
"Triple Peak","831	","Wyoming","SNOTEL","Sublette","8500","42.76393","-110.5914","140401010503	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","21",,,"68","66","100","24","25","-11","12","15","1","Lowest",,,"31","32","21","43","2007, 2011, 2021","2016","17"
"Trough","832	","Washington","SNOTEL","Kittitas","5480","47.23328","-120.29412","170200100402	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","10",,,"77","91","100","24","23","-1","32","14","6",,,,"13","11","1","27","2004","2006","20"
"Trough Springs","2142	","Nevada","SCAN","Clark","7846","36.37355","-115.78127","160600150101	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"4","1","0","11","2010, 2017, 2020, more","2009","13"
"Trout Creek","833	","Utah","SNOTEL","Uintah","9518","40.739","-109.6728","140600100802	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","5",,,"38","36","62","11","11","-9","5","19","2","2nd Lowest",,,"13","14","4","28","2017","2004","20"
"Trout Creek AM","1238	","Oregon","SNOLITE","Harney","7890","42.03597","-118.24008","171200090201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","9",,,"60","53","100","23","25","-8","25","7","3",,,,"15","17","3","25","2017","2019","9"
"Trout Creek Upper","1200	","Nevada","SNOLITE","Elko","8280","41.0457","-115.0965","160401010702	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"29","29","44","9","11","-10","0","10","1","Lowest",,,"14","14","4","28","2021","2016","10"
"Truckee #2","834	","California","SNOTEL","Placer","6509","39.30087","-120.18407","160501020204	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","24",,,"185","240","100","38","38","14","84","4","17",,,,"13","10","2","36","2014","2009","20"
"Tsai Creek","4B17P	","British Columbia","Cooperator Snow Sensors","	","4491","54.63333","-127.66667","	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"54","53","26","81","2013","2001","17"
"Turnagain Pass","954	","Alaska","SNOTEL","Kenai Peninsula","1880","60.78043","-149.18325","190203020406	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","76",,,"177","181","89","66","72","34","100","1","18","Highest",,,"43","42","18","76","2013","2021","18"
"Twelvemile Creek","835	","Montana","SNOTEL","Ravalli","5600","46.14287","-114.44755","170102050601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","18",,,"90","100","86","29","27","0","50","11","10",,,,"20","18","11","35","2004","2003","21"
"Twin Lakes","836	","Montana","SNOTEL","Ravalli","6400","46.1438","-114.5056","170102050601	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","36",,,"90","88","90","32","32","-5","41","14","9",,,,"40","41","26","63","2002","2003","23"
"Two Ocean Plateau","837	","Wyoming","SNOTEL","Teton","9240","44.15178","-110.22122","170401010201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST",,,,,,,,,,,,,,,,"45","44","34","56","2018, 2020","2012","14"
"University Camp","838	","Colorado","SNOTEL","Boulder","10300","40.03279","-105.57615","101900050401	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","11",,,"52","50","85","12","14","-11","0","18","1","Lowest",,,"21","22","11","32","2021","2005","18"
"Upper Chena","952	","Alaska","SNOTEL","Fairbanks North Star","2850","65.1","-144.93317","190803060102	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","20",,,"105","105","95","47","45","1","65","7","12",,,,"19","19","7","30","2016","2013, 2017","18"
"Upper Joes Valley","1227	","Utah","SNOTEL","Emery","8596","39.4155","-111.2491","140600090201	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","4",,,"40","40","67","11","12","-6","11","9","2","2nd Lowest",,,"10","10","0","20","2017","2019","10"
"Upper Nome Creek","1090	","Alaska","SNOTEL","Yukon-Koyukuk","2520","65.3671","-146.592","190804020304	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","16",,,"100","94","89","47","52","-1","46","8","7",,,,"16","17","6","25","2016","2017","14"
"Upper Rio Grande","839	","Colorado","SNOTEL","Hinsdale","9400","37.72194","-107.26015","130100010106	","December 13, 2021, end of day ","12-14-2021, 01:52 PM MST","3",,,"27","38","50","6","9","-5","17","16","4",,,,"11","8","0","30","2012, 2017, 2018","2007","19"
